Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Healthcare Data Analyst,$141K-$225K (Glassdoor est.),"Description

The Performance Improvement (PI) Data Analyst supports performance improvement teams in applying Six Sigma methodologies to achieve specific business results of department and/or enterprise level strategic importance. The PI Data Analyst is responsible for performing supporting analysis and assisting the Sr. PI Specialist/PI Specialist in project deliverables, time lines, budgets and results.

Duties and Responsibilities:
Supports performance improvement projects to meet deadlines and expected goals/ deliverables.
Leads data analysis required to support process improvement efforts.
Understands processes and supports both process improvement and monitoring activities, while supporting data integrity
Provides ad-hoc analyses to support corporate or departmental initiatives or programs.
Conducts market analysis on best operational and data mining practices and works with supervisors to provide findings summaries and next step recommendations for the clinical team
Additional duties as assigned.
Minimum Qualifications:
Bachelor’s degree from an accredited institution.
Six Sigma Green Belt trained.
Experience supporting performance improvement projects to ensure deadlines are met, including completing root cause analyses, compiling improvement opportunities, documenting process flows, completing supporting analysis or facilitating sub-teams.
Work experience with project management
Experience working with large volumes of data within MS Excel spreadsheets to include utilizing vLookups; as well as creating and manipulating pivot tables.
Experience performing basic statistical analysis
Experience creating dashboards and data visualizations to tell a data story
Preferred Qualifications:
Experience teaching Six Sigma/Lean to Green Belt candidates.
Industry work experience in healthcare such as hospital, managed or long-term care, insurance, government or other healthcare agency.
Industry work experience in management consulting or internal operation.
Industry work experience in data/analytics functions with mid to large size non-for-profits or for-profit corporations
WE ARE AN EQUAL OPPORTUNITY EMPLOYER. Applicants and employees are considered for positions and are evaluated without regard to mental or physical disability, race, color, religion, gender, national origin, age, genetic information, military or veteran status, sexual orientation, marital status or any other protected Federal, State/Province or Local status unrelated to the performance of the work involved.

If you have a disability under the Americans with Disability Act or a similar law, and want a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to careers@Healthfirst.org or calling 212-519-1798 . In your email please include a description of the accommodation you are requesting and a description of the position for which you are applying. Only reasonable accommodation requests related to applying for a position within Healthfirst Management Services will be reviewed at the e-mail address and phone number supplied. Thank you for considering a career with Healthfirst Management Services.

EEO Law Poster and Supplement

]]>",3.1,"Healthfirst
3.1","New York, NY",-1,1001 to 5000 Employees,1993,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
Senior Data Scientist,$141K-$225K (Glassdoor est.),"About Earnin:

Earnin is a community-supported financial platform with a suite of tools that let people take control of their financial future. Earnin started out by solving one of the greatest – and least discussed – inequities in the American financial system: the practice of employers paying workers bi-weekly. Earnin's core product, Cash Out, allows people to access the pay they've already earned. There are no loans or hidden costs. People pay what they choose. Other products include: Balance Shield, which helps prevent overdrafts, a financial calendar that helps people budget and schedule payments, and Tip Yourself - a revolutionary free social savings app.

Funding: Series C, current funding partners include Andreessen Horowitz, DST, Matrix Partners, Ribbit Capital, Felicis Ventures and March Capital.

Join us and help build a new financial system focused on fairness and people's needs.

You can help make a difference.

About the Team:

We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in giving the world access to their pay as soon as they've earned it.

Data Scientists are the central node to every team within Earnin. As a data scientist, you'll be interfacing with analysts to gain insights, our product managers to evaluate areas where we can protect and improve our business model, and our engineering team to advance our product utilizing artificial intelligence.

Every decision made at Earnin is backed by data; our company trajectory is defined by the systems, tools, and analytics powered by our exceptional team. We integrate multifaceted data streams such as rapidly changing market data, customer data based on app activity and feedback, and financial banking operations data to perfect our processes and workflows. Improving these systems and maintaining scalability across a growing user base (X million and counting) is thrilling.

What Sets Us Apart:
We care more about the thought process, perseverance, tenacity in solving really difficult problems (rather than checking off all the technology boxes)
Solving unique problems in the financial payments industry
Helping people on a human level
As a Data Scientist you will:
Build machine learning models with large-scale datasets across personal finance and user employment information
Research and explore with various machine learning algorithms to best help on products
Work very closely with cross-functional teams to come up with machine learning approaches to improve the user experience or business metrics.
Collaborate with product teams on ad-hoc product analytics
Optimize models by adding more features, improving algorithms, tuning parameters
Create monitoring systems to track the quality of models
Apply statistical concepts such as hypothesis testing, statistical significance etc to model explanation, reporting and decision making.
Come up with and implement decision strategies based on model predictions
Requirements:
Deep understanding of machine learning and statistics
Strong product sense and analytical thinking
Experience building predictive models from scratch data to production
Strong SQL abilities and experience.
Proficient in Python
Experience with Spark, R and Scala is a plus
3+ years industry experience in data mining, machine learning, statistical analysis, and modeling
Excellent communication skills
A MS or PhD in Computer Science, Physics, Statistics, Applied Mathematics, or any quantitative disciplines
At Earnin, we believe that the best way to build a financial system that works for everyday people is by hiring a team that represents our diverse community. Our team is diverse not only in background and experience, but also in perspective. We celebrate our diversity and strive to create a culture of belonging. Earnin does not unlawfully discriminate on the basis of race, color, religion, sex (including pregnancy, childbirth, breastfeeding or related medical conditions), gender identity, gender expression, national origin, ancestry, citizenship, age, physical or mental disability, legally protected medical condition, family care status, military or veteran status, marital status, registered domestic partner status, sexual orientation, genetic information, or any other basis protected by local, state, or federal laws. Earnin is an E-Verify participant.

Earnin does not accept unsolicited resumes from individual recruiters or third party recruiting agencies in response to job postings. No fee will be paid to third parties who submit unsolicited candidates directly to our hiring managers or HR team.",3.3,"Earnin
3.3","Palo Alto, CA",-1,201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,$141K-$225K (Glassdoor est.),"The world's first customer platform helping internet businesses accelerate growth


Intercom builds a suite of products that provide modern internet businesses a new and better way to acquire, engage and retain customers. Today more than 25,000 businesses, including New Relic, Sotheby's, and Shopify, use Intercom to connect with a billion unique people worldwide.

Intercom is a deeply creative company with the confidence to believe it can fundamentally change the future of internet business. Our people are incredibly ambitious, yet humble. Warm, accepting, and positive. Whether you build, market, sell, or support product, we want you to make your mark with us.

What's the opportunity?


At Intercom, Analytics & Data Science teammates partner with every function in the organization in order to help teams make data-informed decisions and take data-informed actions. We're highly quantitative individuals who love to turn data into insights and communicate our findings fearlessly, and we're looking for people with a similar mindset who are constantly curious, driven to understand our business better, and committed to creating value.

In this role, you will partner with go-to-market teams across Intercom (including Marketing, BizOps, Finance, Growth R&D, and Sales) to measure new initiatives and make data-driven recommendations around go-to-market strategy. In addition to being experienced analytically, we're looking for someone who can proactively surface recommendations and insights, who's comfortable prioritizing work across multiple stakeholders, and who can work across the analytics and data stack in order to solve problems. If this sounds like you, we would love to hear from you!

To give you a sense of some specific projects you might work on, here are a few of our recent workstreams: understanding how users respond to new pricing & packaging, understanding and modeling drivers of expansion, analyzing the customer signup experience, measuring the performance of paid advertising campaigns, prioritizing the leads our sales team should reach out to, and many more.

What will I be doing?
Evaluating the performance of our go-to-market strategies and initiatives by analyzing customer funnels and metrics (new business, retention, CAC, LTV, churn, etc.)
Partnering with go-to-market teams at Intercom to help them better understand their functional areas, build understanding and use of our data, and set a high bar for analytics across the organization
Building data science models to accelerate the business by providing deeper insights into prospect and customer behaviors
Creating dashboards that allow internal consumers to gain insight into the performance of their functional areas
Constructing reusable data pipelines for company-wide use
Monitoring the state of the business on a regular basis and generating data-driven hypotheses and action items in order drive business impact
What skills do I need?
4+ years of work experience in analytics/data science or a directly related field – some of which should be in a technology business
A proven track record of initiating and delivering actionable analyses/recommendations in order to drive business impact
An understanding of SaaS business models and key metrics
Some experience building data science models to provide deeper insights
Excellent communication skills (technical and non-technical) and comfort working with high-level stakeholders
Ability to work autonomously in a dynamic environment
Excellent SQL skills, fluency with BI/visualization tools, and deep knowledge of Excel, R, Python, or other analysis tools
Strong critical reasoning skills, including understanding of common pitfalls of data analysis
Benefits


We are a well-treated bunch, with awesome benefits! If there's something important to you that's not on this list, talk to us! :)
Competitive salary and meaningful equity
Catered lunch every weekday, plus a variety of snack foods and a fully stocked kitchen
Fully funded comprehensive medical, dental, and vision coverage
Open vacation policy and 10 corporate holidays
Paid Parental Leave Program
401k plan
In-office bicycle storage
Fun events for Intercomrades, friends, and family!
*Proof of eligibility to work in the United States is required.

Intercom values diversity and is committed to a policy of Equal Employment Opportunity. Intercom will not discriminate against an applicant or employee on the basis of race, color, religion, creed, national origin, ancestry, sex, gender, age, physical or mental disability, veteran or military status, genetic information, sexual orientation, gender identity, gender expression, marital status, or any other legally recognized protected basis under federal, state, or local law.",3.7,"Intercom
3.7","San Francisco, CA",-1,501 to 1000 Employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist/Machine Learning Expert,$141K-$225K (Glassdoor est.),"26-Aug-2020

Job ID
301660BR
{""QuestionName"":""Job Description"",""AnswerValue"":""ONE Global Discovery Chemistry Community working across 7 disease areas at the Novartis Institutes for BioMedical Research (NIBR) is seeking a hardworking and motivated Data Scientist to join our Computer-Aided Drug Discovery (CADD) Department in Cambridge, MA. The successful candidate will join an energizing and collaborative research organization, working alongside colleagues who are dedicated to improving human health through the discovery of transformative medicines.

We are seeking an outstanding data scientist with the skills, experience and passion to extract new knowledge and ground-breaking insights from the expanded body of data collected by one of the world’s leading pharmaceutical companies. You will be a member of our global CADD group, an interdisciplinary team of expert molecular modelers, cheminformaticians, and data scientists. Teamed up with domain specialists from biology, chemistry and translational medicine, this is a unique opportunity to develop and apply cutting-edge machine learning technologies to uncover insights to real-world drug discovery problems and innovate paths to transformative medicines.

What you'll do:
Develop and implement approaches for extracting patterns and correlations from both internal and external data sources using machine learning toolkits
Develop workflows for conducting comparative analysis among Novartis’ diverse data sources as well as generalizing approaches crafted in-house or externally.
Enable open-source solutions for internal use and implement cutting-edge published scientific methods.
Develop customized machine learning solutions including data querying and knowledge extraction.
Interact and be part of matrixed project teams to drive effective decision-making by mining and developing predictive models
Develop skills in the area of cheminformatics and drug discovery and improve those to accelerate development of novel machine learning algorithms
Know the latest breakthroughs in scientific literature and interact with scientists to integrate data science technologies
Posting Title
Data Scientist/Machine Learning Expert",4.0,"Novartis
4.0","Cambridge, MA",-1,10000+ Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Engineer,$141K-$225K (Glassdoor est.),"About the Position


Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. Our mission is to deliver personalized location-based wireless services by making Wi-Fi predictable, reliable and measurable. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to deliver AI driven self-driving network solution. We build analytics infrastructure, insights, models and tools, to empower our AI platform. Data Engineers on the team will be the enabler and amplifiers. This position offers limitless opportunities for an ambitious data science engineer to make an immediate and meaningful impact within a hyper growth team.

We are looking for a talented and driven individual to partner closely with data scientists, build and scale our self-driving network solution. He/she is encouraged to think out of the box and play with the latest technologies while exploring their limits. Successful candidates will have strong technical capabilities, a can-do attitude, and are highly collaborative.

Minimum Qualifications:
Fluent with Python, Java, or Scala
5+ years of experience of developing and managing streaming or batch data pipelines. Hands on experience with either one or all, Storm, Spark, Kafka and Flink .
Familiarity with cloud based platforms - AWS or GCP
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Highly motivated to build a great product and great codebase in a fast-paced environment
Strong communication skills with a growth and learning mindset
Preferred Qualifications:

MS in Computer Science, Electrical Engineering or other Engineering majors with 10+ years of total experience.
Knowledge and experiences of using machine learning tools such as Numpy, ScikitLearn, MLlib, Tensorflow
Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Cupertino, CA",-1,5001 to 10000 Employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
Marketing Analytics Consultant (Temp),$141K-$225K (Glassdoor est.),"Built for finance by finance, Sage Intacct is the native cloud solution for Accounting, Finance and Human Resource Management and we’re looking for a Marketing Data and Analytics expert to support us in spearheading market expansion. The Marketing Analytics Consultant (Temp) will be a critical member of the Marketing Operations team and will be focused on developing Marketing data & analytics solution to run our business. You will be responsible for defining strategy and executing the analytical roadmap to deliver insights to the team and support critical decisions. You will be reporting to the Director of Marketing Operations and partnering with teams across Business Analytics, Demand Generation, and Sales to drive opportunity creation and capture market share by leveraging your expertise Marketing data and analytics (DNA).

The Marketing Analytics Manager possesses technical expertise as well as a strong business acumen who’s passionate about cultivating a data-driven culture. You will be the strategic advisor to the team by delivering weekly insights, explaining the “Why’s” behind the numbers, and making recommendations.

What you will do
Define and execute the marketing reporting and analytics roadmap at Sage Intacct
Lead internal product management for Dashboard and Reports by driving distribution, utilization, and adoption
Develop dashboards and reports in Tableau and other reporting tools to provide visibility into Marketing performance and enable a global marketing team on optimization.
Gather, interpret and analyze business requirements and uses cases, and design reporting solutions that help us address the needs of our marketing organization
Guide decision-makers by telling a story with the data
Collaborate with Marketing Technology and Business Analytics to Integrate data from disparate systems and sources and develop the dataset and QA process to ensure a healthy data pipeline from lead and campaign to close/won deal
Support maintaining data integrity end-to-end, develop and deliver operational reports to provide insights into the health of the database
What you will need
Bachelor degree in a quantitative/technology field or working experience with similar rigor
5+ Years of experience in reporting and tracking Marketing and Sales performance at B2B Enterprise Software firms
2+ Years of experience with Tableau (or similar Data Visualization tool) and familiar with manipulating large data set from business data sources
Familiar with SQL and ETL with strong knowledge of relational database
Able to communicate effectively across a broad range of audience from business users and data gurus to Executives
Inquisitive and process-oriented with a passion for leveraging data to optimize campaign performance for opportunity creation",4.8,"Sage Intacct
4.8","San Jose, CA",-1,501 to 1000 Employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,$141K-$225K (Glassdoor est.),"Are you a talented and passionate engineer? Do you love solving problems and making ideas come to life? Are you a lifelong learner who thrives in dynamic environments and enjoys the challenge of learning new technologies and techniques? Are you a team player and enjoy collaboration, but you are also self-directed and enjoy the autonomy to be able to manage your own schedule and workload? Do you appreciate the importance of good communication and know that teamwork takes practice, effort and a good attitude? If so, we want to speak with you.

The Senior Data Scientist is responsible for collaborating with the team to design and implement systems that focus on forecasting, allocating, delivering, and reporting of advertising on the internet, TV, and connected devices. The successful candidate will utilize advanced mathematical, optimization, machine-learning, software engineering, and programming skills to solve challenging problems.

Responsibilities
Develop innovative forecasts, models, algorithms, and solutions and build prototypes and production implementations
Dig deep into high volumes of data, engineer features for improved forecast performance
Work cross-functionally to gather feedback and requirements from end users
Be a key contributor to product innovation and company strategy
Communicate technical information clearly to both technical and non-technical people
Required Qualifications
Degree in Operations Research, Computer Science, Mathematics, Statistics, Industrial Engineering, Mechanical Engineering, Physics, or related field; MS/PhD preferred
3+ years of relevant experience
Strong analytical, statistical, and math abilities; Exceptional problem-solving skills
Excellent communication skills
Extreme attention to detail
Ability to work as part of a team in a fast-paced environment
#LI-KR1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.7,"Amobee
3.7","Baltimore, MD",-1,501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
Principal Data Engineer,$141K-$225K (Glassdoor est.),"Our Technology team is the backbone of our company: constantly creating, testing, learning and iterating to better meet the needs of our customers. If you thrive in a fast-paced, ideas-led environment, you’re in the right place.

Why this job’s a big deal?

Enjoy working with big data? We do too! In fact, data lies at the very core of our business! As a data engineer you will be working on data systems that serve and generate billions of events each day. With the most advanced big data technologies at your fingertips, you will leverage data to understand, meet, and anticipate the needs of our customers.

In this role you will get to:
Work with state-of-the-art data frameworks and technologies like Kubernetes, Kafka, Terraform, Dataflow, Cloud Dataproc, and others.
You will work cross-functionally with various teams, creating solutions that deal with large volumes of data.
You will work with the team to set and maintain standards and development practices.
You will be a keen advocate of quality and continuous improvement.
You will modernize the current data systems to develop Cloud enabled Data and Analytics solutions
Drive the development of cloud-based data lake and hybrid data warehouses & business intelligence platforms
Improve upon the data ingestion models, ETL jobs, and alarming to maintain data integrity and data availability.
Build Data Pipelines to ingest structured and Unstructured Data.
Gain hands-on experience with new data platforms and programming languages
Analyze and provide data supported recommendations to improve product performance and customer acquisition.
Design, Build and Support resilient production grade applications and web services
Who you are:
Bachelor’s degree in Computer Engineering/Computer Science or equivalent
10+ years of work experience in Software Engineering and development
Experienced with Data transformation, ETL and Data Analytics using Cloud Native technologies
Strong experience with the big data technologies like Hadoop, Spark, Hive, Presto
Experience working with large, disconnected and/or unstructured datasets
Subject matter expertise building and optimizing data pipelines , architectures and data sets using Cloud native technologies
Strong experience with Containers, Kubernetes, Docker
Proven expertise with throughput batch processing and/or streaming systems (Kafka, Spark)
Strong experience with Relational SQL and NoSQL databases
Experience designing, building and maintaining RESTful APIs
Experienced in code / design reviews and familiar with Git, Jenkins, common CI/CD tools
Meticulous with strategies such as indexing, machine-learned rankings, clustering and distributed concepts
Demonstrated history of living the values important to priceline: Customer, Innovation, Team, Accountability and Trust. Unquestionable integrity and ethics.
Who we are:

WE ARE PRICELINE.

Our success as one of the biggest players in online travel is all thanks to our incredible, dedicated team of talented employees. Priceliners are focused on being the best travel deal makers in the world, fueled by our passion to help everyone experience the moments that matter most in their lives. Whether it’s a dream vacation, your cousin’s graduation, or your best friend’s wedding - we make travel affordable and accessible to our customers.

Our culture is unique and inspiring (that’s what our employees tell us). We’re a grown-up, startup. We deliver the excitement of a new venture, without the struggles and chaos that can come with a business that hasn’t stabilized.

We’re on the cutting edge of innovative technologies. We keep the customer at the center of all that we do. Our ability to meet their needs relies on the strength of a workforce as diverse as the customers we serve. We bring together employees from all walks of life and we are proud to provide the kind of inclusive environment that stimulates innovation, creativity and collaboration.

If you want to be part of something truly special, check us out!

Priceline is part of the Booking Holdings, Inc. (Nasdaq: BKNG) family of companies. Our sister companies include Booking, BookingGo, Agoda, Kayak and OpenTable.

Priceline ensures equal employment opportunity to all employees and applicants without discrimination or harassment based on race, religious creed, color, age, sex, sexual orientation, gender identity, national origin, religion, marital status, medical condition, disability, military service, pregnancy, childbirth and related medical conditions, or any other classification protected by federal, state, or local law.

We're excited that you are interested in a career with us. For all current employees, please use the internal portal to find jobs and apply.

External candidates are required to have an account before applying. When you click Apply, returning candidates can log in or new candidates can quickly create an account to save/view applications.",3.5,"Priceline.com
3.5","Norwalk, CT",-1,501 to 1000 Employees,1997,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Analyst,$141K-$225K (Glassdoor est.),"Chat with a recruiter today! Follow this link: https://flashrecruit.com/jobs/18976467

Job Overview:
Our client in renewable energy, will be hiring a mid-level Data Analyst with SQL & Python scripting and experience creating dashboards in Tableau. Our client is looking for a candidate who is currently living in the Portland, Oregon area.

***Not able to sponsor or use 3rd parties or Corp to Corp candidates***

Responsibilities:
In the first few months, this position will be responsible for completing pull requests and data research.
There is an outstanding list of data research and pull requests from internal and external customers. Getting those completed, and working with the rest of the Product Management team to create a process where those can be requested and satisfied more easily is the top priority.
The primary data is stored in Amazon Redshift and the lab data is stored in Postgres instances.
This role will be responsible for reporting, we would like to have the data appear in Tableau. Many of the ad-hoc requests will also have a reporting / presentation requirement.

Qualifications
3+ years of experience in Data Analysis.
Experience with data integration, writing complex SQL queries and Python scripting.
Experience creating dashboards/reports using Tableau.
Ability to work in a fast-paced/changing environment

Preferred
Experience extracting data from Amazon Redshift and S3 buckets.
Passion for renewable energy
Experience with power electronics and/or battery systems

Chat with a recruiter today! Follow this link: https://flashrecruit.com/jobs/18976467",-1,Tech Talent Link,"Tualatin, OR",-1,1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),-1
"Scientist/Machine Learning Engineer, Applied Science",$141K-$225K (Glassdoor est.),"The Scientist/Senior Scientist/Lead Scientist - (Machine Learning Engineers) will work with the rest of the team to research, invent, and implement the next generation prediction, optimization, and analytics technology. You are a brilliant, motivated self-starter and an extremely fast learner with top notch problem solving, and analytical skills. You have a deep sense of curiosity and innate desire to dig deep into terabytes of data and love to play with the innards of complex algorithms, mathematical constructs and code.

Responsibilities
Research, design and/or implement solutions to challenging problems in real-time bidding domain, such as all kinds of optimization problems, audience understanding, etc.
Research and improve features and machine learning models for production pipeline.
Provide insights and suggestions on customer campaign optimization problems and product/platform optimization problems through statistical data analysis when needed.
Drive innovation by identifying and formulating new problems, publishing papers, filing patents, etc.
Required Qualifications
PhD degree in a closely related field (e.g.: computer science/engineering, optimization) with publications in the area is strongly preferred
Or Masters with significant experience in advertising and Machine Learning
Experience in one or more of the following areas: machine learning, data mining, statistical modeling, optimization, algorithms, big-data, game theory
Proficiency with one or more programming languages - ability to write/debug production code.
Excellent communication skills – ability to present and communicate complex ideas in simple terms
Strong statistical/math/analytical abilities; Exceptional problem solving skills
Desired Qualifications
Previous experience in the advertising industry
Strong programming experience with Java, C/C++, Python and/or Scala
Excellent knowledge in algorithms and data structures
#LI-KM1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.7,"Amobee
3.7","Redwood City, CA",-1,501 to 1000 Employees,2005,Company - Private,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),-1
Data Scientist in Artificial Intelligence Early Career,$141K-$225K (Glassdoor est.),"*Organization and Job ID**
Job ID: 311096

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Data Sciences & Analytics
*Job Description**
Do you want to create a legacy of meaningful research for the greater good? Do you want to lead and contribute to work in support of an organization that addresses some of todays most challenging problems that face our Nation? Do you want to work with engaging and collaborative teams? Then join us in the Data Sciences and Analytics Group at the Pacific Northwest National Laboratory (PNNL)!

For more than 50 years, PNNL has advanced the frontiers of science and engineering in the service of our nation and the world in the areas of energy, the environment and national security. PNNL is committed to advancing the state-of-the-art in artificial intelligence through applied machine learning and deep learning to support scientific discovery and our sponsors missions. Help us advance this frontier and protect our nation!

Data science at the Pacific Northwest National Laboratory (PNNL) addresses critical national and global issues by applying scientific and mathematical techniques to multiple data sources and communicating the finding to our sponsors and the academic community. This position requires thought leadership and technical depth to support the sponsors of PNNLs National Security Directorate in the development and advancement of data science and deep learning research. Research of interest includes the development, implementation, and resulting analyses of national security capabilities related to geo-spatial analytics, AI assurance, adversarial machine learning, human language technologies, computer vision, disaster response and recovery, health security, and other related fields.

The data scientist in artificial intelligence should have the following attributes:

+ Familiar with existing deep learning libraries (e.g., TensorFlow, PyTorch, Caffe2) and machine learning packages (i.e. sklearn)

+ Experience applying machine learning and artificial intelligence to domain specific applications, such as geospatial intelligence, natural language processing, few-shot learning, adversarial machine learning, social computing, computer vision, etc.

+ Ability to contribute that knowledge to the academic and research strength of PNNL and have experience writing scientific publications demonstrating their insight and discovery.
*Minimum Qualifications**
Bachelor's with 0-1 years of experience or a Master's degree with 0 years of experience is required.
*Preferred Qualifications**
+ Active Federal Q Clearance and ability to maintain such clearance.
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
This position requires the ability to obtain and maintain a federal security clearance.

Requirements:
U.S. Citizenship
Background Investigation: Applicants selected will be subject to a Federal background investigation and must meet eligibility requirements for access to classified matter in accordance 10 CFR 710, Appendix B.
Drug Testing: All Security Clearance (L or Q) positions will be considered by the Department of Energy to be Testing Designated Positions which means that they are subject to applicant, random, and for cause drug testing. In addition, applicants must be able to demonstrate non-use of illegal drugs, including marijuana, for the 12 consecutive months preceding completion of the requisite Questionnaire for National Security Positions (QNSP).
Note: Applicants will be considered ineligible for security clearance processing by the U.S. Department of Energy until non-use of illegal drugs, including marijuana, for 12 consecutive months can be demonstrated.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Data Sciences & Analytics_

_Opening Date:_ _2020-08-20_

_Closing Date:_ _2020-10-19_",3.8,"PNNL
3.8","Seattle, WA",-1,1001 to 5000 Employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1
