Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Founded,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_names,job_state,python,excel
Machine Learning Engineer - Recommendations Platform,$137K-$216K (Glassdoor est.),"Company Description

null
Job Description

Who We Are:
Recos Platform team builds recommendations platforms such as candidate generation and feature generation engines for product teams. The unrivaled challenges that we face at Twitter are both the data scale and the real-time nature of the product. How do you find the most meaningful content among hundreds of millions of new tweets for hundreds of millions of users every day at Twitter? We build large scale personalized recommendation engines utilizing different kinds of signals such as social network, user activity, and geolocation. Most of our work is about recommendation systems, machine learning, graph algorithms, distributed systems, and social graph analysis.
What You'll Do:
Apply your engineering skills to either improve existing recommendation systems, unlock new directions or provide entirely new ML solutions in recommendation systems within Twitter. You will work closely with live production systems and product teams, and deliver ML solutions at scale within the Twitter tech stack.

Qualifications

Who you are:
A machine learning software engineer with a passion for working on exciting algorithmic and deep infrastructure issues in ML environments.
Thrive on working in concert with other smart people, including from distributed offices.
Communicate fluidly, at the level of your audience, and seek to understand and be understood.
Have the ability to take on complex problems, learn quickly, iterate, and persist towards a good solution.
Take pride in polishing and supporting our products.
Work hand-in-hand with modeling engineers and data scientists, and your passion is to enable them with better infrastructure.
Requirements:
BS, MS or PhD in Computer Science with 3-5 years experience or equivalent experience.
Fluent in one or more languages like Java, Scala, C++, Python
Experience with Hadoop, Pig or other MapReduce-based architectures
Knowledgeable of core CS concepts such as common data structures and algorithms
Comfortable conducting design and code reviews


Additional Information

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.
San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0","San Francisco, CA",2006,Internet,Information Technology,$2 to $5 billion (USD),137,216,176.5,"Twitter
", CA,1,0
"Machine Learning Engineer, 1+ Years Experience",$137K-$216K (Glassdoor est.),"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.

We’re looking for a Machine Learning Engineer to join Snap Inc! Working from our Mountain View, CA office, you will be tasked with solving interesting technical challenges such as architecting and deploying infrastructure to handle our scale, designing a slick and secure mobile client, and maintaining software used by millions every day.

What you’ll do:
Create models which help drive value for users, advertisers, and our company
Evaluate the technical tradeoffs of every decision
Perform code reviews and ensure exceptional code quality
Build robust, lasting, and scalable products
Iterate quickly without compromising quality
Knowledge, Skills & Abilities:
Strong understanding of machine learning approaches and algorithms
Ability to prioritize tasks and work independently
Excellent verbal and written communication skills, with high attention to detail
Experience collaborating with internal and external stakeholders at all levels of a company
Experience in solving open ambiguous problems from end to end
Possesses a desire to learn and help others
Minimum Qualifications:
BS/BA degree in technical field such as Computer Science, Mathematics, Statistics or equivalent years of experience
1+ years ML industry experience or PhD in related field
Preferred Qualifications:
Experience working with machine learning frameworks such as TensorFlow, Caffe2, PyTorch, Spark ML, scikit-learn, or related frameworks
Experience with mobile apps and/or databases
Experience working with distributed systems
M.S. degree and/or PhD in computer science or related field
Experience working with machine learning, ranking infrastructures, and system designs
Ability to proactively learn new concepts and apply them at work
At Snap, we believe that having a team of diverse backgrounds and voices working together will enable us to create innovative products that improve the way people live and communicate. Snap is proud to be an equal opportunity employer, and committed to providing employment opportunities regardless of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, pregnancy, childbirth and breastfeeding, age, sexual orientation, military or veteran status, or any other protected classification, in accordance with applicable federal, state, and local laws. EOE, including disability/vets. If you have a disability or special need that requires accommodation, please don’t be shy and contact us at accommodations-ext@snap.com.",3.9,"Snap
3.9","Mountain View, CA",2011,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,216,176.5,"Snap
", CA,0,1
Data Analyst,$137K-$216K (Glassdoor est.),"Big Huge Games is looking for a qualified Data Analyst to help provide data insights to our games teams and upcoming BHG titles to assist them in making successful strategic and game direction decisions. This role works closely with our Product and Design teams to structure quantitative questions, gather player data, employ statistical methodology in analysis of the data, and construct insightful reporting and visualizations to communicate those results to the wider team.

This a full-time position onsite at our studio in Timonium, MD. No telecommuting or remote work options are available.
Due to the circumstances surrounding COVID19 positions may begin remote before transitioning to onsite.

Responsibilities
Provide reports and monitoring tools to assist team in daily game health assessment
Perform in-depth analysis of game metrics to inform and support both short and long-term product direction decisions
Communicate the results of analyses to the product team, game studio, and outside partners through data visualization and presentations
Qualifications
3-5 years experience with querying large complex data sets with SQL on relational databases
Several years experience performing quantitative analysis preferably with a games, web, or technology focus
High level of proficiency in data visualization tools such as Tableau, Excel, or equivalent
Passion for problem solving, from generating insightful questions to research, through presentation of results and follow-on steps
Track record of success working in fast-paced environments with shifting priorities and deadlines
Ability to work in both individual and team settings
Excellent organizational, communication, presentation, and interpersonal skills
Bachelor's degree in Mathematics, Statistics, Economics, Computer Science, or another quantitative field


This a full-time position onsite at our studio in Timonium, MD. No telecommuting or remote work options are available.
Due to the circumstances surrounding COVID19 positions may begin remote before transitioning to onsite.


Applicants should download DomiNations on iOS or Android and be prepared to discuss the game.",4.9,"Big Huge Games
4.9","Timonium, MD",2013,Video Games,Media,Unknown / Non-Applicable,137,216,176.5,"Big Huge Games
", MD,0,1
Research Scientist/Senior Research Scientist Data Collection Peri- and Post Approval Studies (PPAS),$132K-$244K (Glassdoor est.),"Research Scientist - Data Collection– Peri- and Post Approval Studies
The Team
Evidera has been providing epidemiology, data analytics, and outcomes research services to clients in the biopharmaceutical industry for over 19 years. The Peri- and Post Approval Studies team supports pharmaceutical/ biotechnology/ medical device companies in the design and conduct of real-world observational studies throughout the product lifecycle, from early pre-launch planning to launch and post-marketing management. Our focus is on helping our clients identify evidence gaps and rapidly build epidemiologic and economic evidence to demonstrate the effectiveness, safety and value of their products. For this role, the focus is on de novo (field) data collection studies such as single and multi-country retrospective chart reviews, surveys, prospective studies, registries and post-market safety studies which are undertaken when existing health databases cannot be used. Increasingly, hybrid studies that invoke the use of both secondary data sources with bespoke data collection methods are deployed to address our clients’ needs.

Data collected in these studies is then used to address key research questions such as:
Burden of disease and identification of unmet needs
Treatment patterns, drug utilization, adherence
Resource utilization
The identification and impact of risk factors on disease outcomes
Comparative effectiveness
Safety outcomes
We use epidemiologic methods to build knowledge of the relationships between patient, drug, clinical and disease factors that significantly aids our clients and the patients they serve in understanding health conditions and navigating potential drug-event causal relationships as well as in building stronger evidence-based value messages.
Position Overview
The Research Scientist will take the role of independent principal investigator/consultant of projects and be responsible for overseeing all aspects of project delivery including delegating project management tasks to junior staff. This role will also take scientific responsibility for project completion, strategic consultation, and for use of best methods to address research needs.
Principal Duties and Responsibilities (Essential Functions**):
The Research Scientist in Data Collection will bear scientific responsibility for the design and implementation of de novo data collection studies (retrospective, prospective, and/or cross-sectional).

In particular, the Research Scientist will:
Be scientifically responsible person for design and implementation of selected Non-interventional studies; conceptualize advanced study designs and develop/oversee the development of study protocols, statistical analysis plans and study reports. Responsible for project completion and quality delivery? Delegate coordination tasks to mid-level and junior staff.
Lead interactions with clients in the pharmaceutical and medical device industries.
Review and finalize project deliverables and ensure study findings are valid and reliable.
Have final budget, deliverable and project timeline responsibility; identify scope expansion and need for amendments
Contributes to abstracts and manuscripts as co-author and when possible, first author.
Serve as consultant to other principal investigators or staff on other projects.
Act as a guide and mentor to the staff across Evidera locations.
Lead the growth in your area of responsibility. Direct other ""non-billable"" activities, e.g. participates to proposals, design conceptual approaches for proposals, supervise junior staff, contribute to business development, identify and pursue business opportunities within Evidera and bring in new projects.
Travel (national and international) is expected.

Consulting Expectations:
Participates in client calls and is expected to be able to address questions posed directly to him/her about his/her work
Responsible for scientific consultation and for use of best methods to address research needs.
Contributes to strategic thinking and innovation
Managerial Duties: Possible
Education, Professional Skills & Experience
PhD (epidemiology or closely related field) or MSc with at least 5-7 years relevant experience
Knowledge of drug development process and familiarity with international regulatory requirements.
Broad experience in quantitative methods in health services research, with the focus on design of non-interventional studies and data analysis using observational retrospective and prospective data
Very good understanding of relevant methodology and statistics
Deep understanding of healthcare research principles, knowledge of practical research implementation
Working knowledge of MS Office software; ability to read and understand SAS/STATA output; working knowledge of data analysis software (e.g., SAS, Stata, R) a plus
Demonstrated ability to communicate and document information effectively in written English, including the ability to produce scientific reports, presentations, emails and other written deliverables that are well-organized, free from errors, and are appropriately adjusted to the characteristics and needs of the audience.
Strong organizational, time-management, prioritization and decision-making skills necessary to evaluate, plan and accomplish multiple work goals in a timely fashion.
Able to quickly learn and apply new information, skills and procedures.
Proactive and positive approach to tasks and projects, as well as resilience when encountering process, project, budget or client changes that are inherent in the consulting environment.
Strong communication and interpersonal skills including the ability to quickly develop and sustain positive rapport with internal and external contacts in person, over the phone and by email.
Experience presenting ideas to individuals and groups in a formal presentation setting
Delivers a positive internal/external client experience; listens and understand the client's needs, and recommends solutions
Demonstrates sound professional judgment in analyzing, responding to, and resolving enquiries, issues and escalations.
Leverages working relationships with customers and colleagues to quickly develop and sustain positive rapport, build strong connections, cooperation and collaboration in person, over the phone and by email.
Tailors and delivers high-level presentations to diverse audiences using a variety of communication delivery methods (e.g., written, electronic, oral, interpersonal).
Makes independent, critical decisions based on relevant information. Applies solutions based on decisions in a timely manner.
Helps others distinguish relevant from irrelevant information and resolves discrepancies.
Analyzes complex issues and evidence, identify cause-effect relationships, and generate effective solutions.
Receives and learns from feedback.
Desire and ability to guide and coach junior-to mid-to levels of scientific staff.
Experience with design of peri- or post-approval late phase interventional studies is not required but would be considered a plus.

About Evidera:
Evidera is a business within in Pharmaceutical Product Development, LLC (PPD) a leading global contract research organization (CRO), and a is a preeminent provider of evidence-based solutions. We provide integrated scientific expertise and global operational capabilities to help clients generate the evidence needed to optimize the market access and commercial potential of products.

Perks:
We offer a competitive salary and benefits package, with clear opportunities for growth and career progression. You will have the opportunity to work on multiple projects with some of the industry’s leading researchers. Our offices boast a fun and collaborative working environment, frequent social events and a robust support system. We are committed to providing training and professional development, with ample opportunity to advance, for all our staff.

Evidera’s Core Competencies:
Customer Focus
Initiative
Teamwork
Problem Solving/Judgment
Accountability
If you resonate with our core competencies and want to contribute to research and consulting services driven by world-class science and thought leadership, then please submit your application – we’d love to hear from you.
Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference,disability, or status as a qualified individual with a disability or protected veteran.",3.8,"Evidera
3.8","Waltham, MA",2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),132,244,188.0,"Evidera
", MA,0,0
Data Scientist (Personal Valuation Team),$132K-$244K (Glassdoor est.),"Company Description

Positioned at Publicis Groupe's core, Conversant is a marketing tech platform that helps brands transform ordinary customer experiences into meaningful, human experiences. The Conversant platform powers a connected suite of products and services called Epsilon PeopleCloud, combining leading-edge identity management, industrial-strength data and technology expertise with big brand acumen gained over five decades of working with the industry’s top brands. Our human-powered, data-led marketing delivers unmatched depth, breadth and scale to help brands create exceptional business outcomes. For more information, visit www.epsilon.com. Follow us on Twitter at @EpsilonMktg.

Job Description

External Title: Data Scientist
Internal Title: Decision Science, Scientist

As a Data Scientist in our Decision Sciences R&D organization, yyou will be responsible for researching and building machine learning, natural language processing, and recommender system applications to extend Epsilon CORE Personalization Platform. Epsilon CORE Personalization Platform analyzes anonymized data at Internet scale and evaluates more than one trillion advertising opportunities per month in real-time. You will work on real-world problems as part of our highly collaborative R&D team, and your solutions will directly and rapidly impact our business. This includes analyzing raw source data and derived data, researching and developing models, algorithms, and applications, building tools and analyses for new and existing products and presenting findings.

RESPONSIBILITIES

Develop an understanding of Epsilon CORE Personalization Platform and proprietary datasets
Use your machine learning expertise to research and recommend the best approaches to solving our technology and business problems
Design, implement, and validate your solutions in Apache Spark and Apache Hive using Scala or Python on large state-of-the-art computing clusters.
Work with our Engineering teams to integrate your solutions into Epsilon’s CORE Personalization Platform
Participate fully in our collaborative approach to research and applications projects

Qualifications

A Ph.D. in Computer Science, Operations Research, Electrical Engineering, Statistics, Mathematics, Physics, Economics, or related scientific discipline
Research experience and coursework in Optimization, Control Theory, Machine Learning, or Simulation
Experience with distributed computing, such as Hadoop, Spark, or related technologies
Familiarity with Scala, Python, SQL, or Java
Strong understanding of modeling and statistical techniques
Desire to work in a highly collaborative environment

ADDITIONAL USEFUL BUT NOT REQUIRED SKILLS

Experience with Recommender Systems, Natural Language Processing, Information Retrieval, Mathematical Optimization, Control Theory, Time-Series Analysis

Additional Information

Great People, Deserve Great Benefits
We know that we have some of the brightest and most talented associates in the world, and we believe in rewarding them accordingly. If you work here, expect competitive pay, comprehensive health coverage, and endless opportunities to advance your career.

Epsilon is an Equal Opportunity Employer. Epsilon’s policy is not to discriminate against any applicant or employee based on actual or perceived race, age, sex or gender (including pregnancy), marital status, national origin, ancestry, citizenship status, mental or physical disability, religion, creed, color, sexual orientation, gender identity or expression (including transgender status), veteran status, genetic information, or any other characteristic protected by applicable federal, state or local law. Epsilon also prohibits harassment of applicants and employees based on any of these protected categories.

Epsilon will provide accommodations to applicants needing accommodations to complete the application process.

#LI-AL1

REF17386U",3.3,"Epsilon
3.3","Chicago, IL",1969,Advertising & Marketing,Business Services,$2 to $5 billion (USD),132,244,188.0,"Epsilon
", IL,1,0
Data Scientist (Fraud & Game Surveillance),$132K-$244K (Glassdoor est.),"WHO WE ARE

NCSOFT is a premiere digital entertainment company and global publisher with worldwide locations and more than 4,000 employees focused on bringing extraordinary games to life for millions of fans around the world. Established in 1997 and headquartered in Seoul, South Korea, we quickly became a key leader in online games. Best known for critically acclaimed franchises including Lineage, Aion, Guild Wars, and Blade & Soul, NCSOFT is also one of the world's top mobile developers with Lineage 2M occupying the #1 grossing revenue slot on Google Play. Our core goal is making people in this world happier by delivering games that entertain a globally connected audience has remained the same.

We are looking for a Data Scientist to join our Fraud and Game Surveillance Unit and help us keep our games safe and fun for all our players. We are looking for someone with a burning curiosity about our players and our games, someone who can go deep to find answers and bring back actionable insights. The ideal candidate is equally passionate about machine learning and improving the player experience. This role will partner closely with design, engineering, and customer service to help create and maintain a safe and welcoming environment for all our players. You will help build tools to detect toxic chat and sift PvP match records to find cheats and bots. This is your chance to help make our games safer, friendlier, and more fun.

WHY JOIN THE CUSTOMER CARE TEAM?
You are a passionate gamer. You will join us in supporting multiple AAA titles. We are all gamers and we love helping our fellow players!
You enjoy creating positive user experiences. This is at the core of what we do. You think about how we best prevent players from having to contact us and how to make their interactions with our team seamless. You learn from negative feedback and get satisfaction from positive outcomes.
You love a challenge. You will encounter daily opportunities to overcome new challenges and problems. You thrive in a fast-pasted, high-volume work environment.
You love to share your knowledge and experience. We know our games and our player base inside and out and we leverage that knowledge to drive improvement. You are good at finding ways to best impart your knowledge to internal teams and our customers.
WHAT YOU'LL DO
Use SQL, Tableau, and other tools to query gameplay data.
Conduct quantitative and statistical analyses on gameplay and financial data.
Create and maintain accurate and comprehensible data visualizations and dashboards.
Create and deploy machine learning models to model and predict player behavior.
Work collaboratively with designers, engineers, customer service, and the community team.
Stay actively engaged in our games and develop a deep understanding of game mechanics including gameplay and economy.
WHAT YOU'LL NEED TO BE SUCCESSFUL
A passion for games and the gaming industry.
Demonstrated history of turning raw data into actionable insights.
Advanced SQL proficiency, including experience querying and visualizing large, complex data sets.
Strong quantitative skills, and experience utilizing scientific analytic methods, qualitative methods, and quantitative analysis techniques, as well as predictive modeling.
Ability to effectively communicate with people at various levels of business and technical expertise, including the ability to simplify difficult technical concepts.
Ability to translate academic research into application.
EDUCATION/TRAINING/EXPERIENCE
Bachelor's degree in statistics, analytics, data science, psychology, or related quantitative field. MS or PhD strongly preferred.
5+ years hands-on experience working with data.
Experience with natural language processing would be very useful.
PLUSES
Prior experience in fraud detection.
Experience playing NCSOFT and ArenaNet games.
Experience with big data software like Hadoop.
Experience with other Business Intelligence backend and analytics applications.",3.0,"NCSOFT
3.0","Aliso Viejo, CA",1997,Video Games,Media,$10+ billion (USD),132,244,188.0,"NCSOFT
", CA,0,0
Data Scientist,$132K-$244K (Glassdoor est.),"E.W. Scripps is a company rich in media history focused on the future. We are one of the nation's largest independent TV station owners with 60 stations nationwide, and we are working to stay ahead of the ways in which people use technology to find news and information. Our commitment to the future means that discovery is commonplace, the status quo is challenged, iteration and collaboration are the norm and new ideas are welcome. Join a team of top performers and help shape the future of the most strategic and well positioned media company – E. W. Scripps. This position will be located in Cincinnati, OH or Washington, DC.

At Scripps, you’ll:
Have a complete modern data science/analytics software stack at your disposal.
Enjoy a broad scope of responsibility – with projects and questions from every part of the business and new businesses under consideration.
Know that your work will have an impact on key strategic decisions – changing and shaping the way we do business. This is why we are so selective in our hiring process.
Grow your talent with constant learning – with substantial investments in on-site and hands-on training and eLearning formats used to fill in the gaps.
Work on projects that are important and interesting to you – with focus on modern media and marketing strategies
Expand your horizons by attending and giving talks at conferences and professional networking opportunities with senior analytics professionals.
Become a leading expert in applied data science for media.
We are looking for someone who knows how to use the latest data analytics tools, will thrive in our fast-paced innovative environment, will deliver results and has the following experience and credentials.

Primary purpose:

The Data Scientist blends the skills of a business thinker with those of a data analyst: asking questions, turning data into knowledge, forming conclusions, and making recommendations that enable the company to innovate, differentiate itself from its competitors, work smarter, make better decisions, and enhance profitability. This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent - teasing out the questions that are important to our business, and then use statistical analysis and data mining techniques to inform the answers and communicate conclusions both visually and in writing, along with recommendations and next steps. The Data Scientist will also participate in the creation and measurement of new business processes, tools, and products.

Key responsibilities:
Influence the course of the business as a trusted advisor to business leaders, users and clients, using data and analytics as a basis for better, more informed decision making
Creation of analytics and measurement roadmaps
Identify impactful choices or courses of action that drive value for the organization
Evaluate the big picture and solve business problems in addition to focusing on metrics
Influence the direction of the business by effectively communicating conclusions to cross-functional groups
Create automation applications to replace tasks for critical revenue generating teams decreasing time dedicated to non-revenue generating
Mine large amounts of data and perform data analysis to extract useful business insights for a wide range of topics including product development and performance, market dynamics, consumer and audience knowledge, internal operations, and external research
Initial study design, acquisition of data, prototyping and production roll out
Ongoing tracking, monitoring, and periodic follow-up studies
Support the design and implement of reporting dashboards that track key business metrics and provide actionable insights
Use software and other tools to develop analyses that identify patterns, influences, correlations, relationships, predictive factors, risk factors, and that provide better situational awareness
Creation of models, simulations, and optimization routines
Develop of data flows and acquisition strategies to facilitate the capture and sharing of data and analytics within the organization
Support the development of Scripps analytics products and services by providing input into product roadmaps
Be a positive force to cultivate a culture that is passionate about developing analytics as a business competency
Drive accountability for value recognition and business results
Create and contribute to a quality work environment that motivates team members to perform at their highest levels and positively affects employee and business partner relationships
Be a publicly visible presence, including creating communications and leading training sessions, advocating for the benefits of analytics in Scripps and the products/services of the analytics team
Education / work experience:
Bachelor's required, Masters preferred. Applied statistics, Computer Science, business analytics or a related field.
Minimum 3 years, 5+ years preferred, experience in solving analytical problems using quantitative approaches apply to this requirement.
Experience and demonstrated success presenting complex analyses and final recommendations to business leaders and external clients.
Statistical method experience:
Analysis techniques such as marketing mix modeling, scenario modeling, pattern detection, A/B testing, nearest neighbor, cluster analysis, sentiment analysis, decision trees, optimization, simulation, regression analysis, agent-based modeling, ensemble models, collaborative filtering and other types of analysis
Software Proficiency:
Python, RapidMiner, R
Database skills (Snowflake, MySQL) experience preferred
Tableau
About Scripps:

The E.W. Scripps Company (NASDAQ: SSP) advances understanding of the world through journalism. As the nation’s fourth-largest independent TV station owner, Scripps operates 60 television stations in 42 markets. Scripps empowers the next generation of news consumers with its multiplatform news network Newsy and reaches growing audiences through broadcast networks including Bounce and Court TV. Scripps runs an award-winning investigative reporting newsroom in Washington, D.C., and is the longtime steward of the Scripps National Spelling Bee. Founded in 1878, Scripps has held for decades to the motto, “Give light and the people will find their own way.”

As an equal employment opportunity employer, The E.W. Scripps Company and its affiliates do not discriminate in its employment decisions on the basis on race, sex, sexual orientation, gender, color, religion, age, genetic information, medical condition, disability, marital status, citizenship or national origin, and military membership or veteran status, or on any other basis which would be in violation of any applicable federal, state or local law. Furthermore, the company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship for the company.

If interested, please apply at www.scripps.com/careers.

#LI-CH1

#GD-CH1",3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH",1878,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),132,244,188.0,"The E.W. Scripps Company
", OH,1,0
"Scientist/Machine Learning Engineer, Applied Science",$132K-$244K (Glassdoor est.),"The Scientist/Senior Scientist/Lead Scientist - (Machine Learning Engineers) will work with the rest of the team to research, invent, and implement the next generation prediction, optimization, and analytics technology. You are a brilliant, motivated self-starter and an extremely fast learner with top notch problem solving, and analytical skills. You have a deep sense of curiosity and innate desire to dig deep into terabytes of data and love to play with the innards of complex algorithms, mathematical constructs and code.

Responsibilities
Research, design and/or implement solutions to challenging problems in real-time bidding domain, such as all kinds of optimization problems, audience understanding, etc.
Research and improve features and machine learning models for production pipeline.
Provide insights and suggestions on customer campaign optimization problems and product/platform optimization problems through statistical data analysis when needed.
Drive innovation by identifying and formulating new problems, publishing papers, filing patents, etc.
Required Qualifications
PhD degree in a closely related field (e.g.: computer science/engineering, optimization) with publications in the area is strongly preferred
Or Masters with significant experience in advertising and Machine Learning
Experience in one or more of the following areas: machine learning, data mining, statistical modeling, optimization, algorithms, big-data, game theory
Proficiency with one or more programming languages - ability to write/debug production code.
Excellent communication skills – ability to present and communicate complex ideas in simple terms
Strong statistical/math/analytical abilities; Exceptional problem solving skills
Desired Qualifications
Previous experience in the advertising industry
Strong programming experience with Java, C/C++, Python and/or Scala
Excellent knowledge in algorithms and data structures
#LI-KM1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.",3.7,"Amobee
3.7","Redwood City, CA",2005,Advertising & Marketing,Business Services,$500 million to $1 billion (USD),132,244,188.0,"Amobee
", CA,1,1
Data Engineer,$132K-$244K (Glassdoor est.),"About the Position


Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. Our mission is to deliver personalized location-based wireless services by making Wi-Fi predictable, reliable and measurable. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to deliver AI driven self-driving network solution. We build analytics infrastructure, insights, models and tools, to empower our AI platform. Data Engineers on the team will be the enabler and amplifiers. This position offers limitless opportunities for an ambitious data science engineer to make an immediate and meaningful impact within a hyper growth team.

We are looking for a talented and driven individual to partner closely with data scientists, build and scale our self-driving network solution. He/she is encouraged to think out of the box and play with the latest technologies while exploring their limits. Successful candidates will have strong technical capabilities, a can-do attitude, and are highly collaborative.

Minimum Qualifications:
Fluent with Python, Java, or Scala
5+ years of experience of developing and managing streaming or batch data pipelines. Hands on experience with either one or all, Storm, Spark, Kafka and Flink .
Familiarity with cloud based platforms - AWS or GCP
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
Highly motivated to build a great product and great codebase in a fast-paced environment
Strong communication skills with a growth and learning mindset
Preferred Qualifications:

MS in Computer Science, Electrical Engineering or other Engineering majors with 10+ years of total experience.
Knowledge and experiences of using machine learning tools such as Numpy, ScikitLearn, MLlib, Tensorflow
Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Cupertino, CA",1996,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),132,244,188.0,"Juniper Networks
", CA,1,0
Senior Data Engineer,$132K-$244K (Glassdoor est.),"Brain Corp is a San Diego-based AI company creating transformative core technology for the robotics industry. Our diverse engineering teams in Software, Hardware Design, and Embedded Systems are creating comprehensive solutions to support the builders of today's autonomous machines in successfully producing, deploying, and supporting commercial robots across industries and applications. Brain Corp is funded by the SoftBank Vision Fund and Qualcomm Ventures. For more information please visit: https://www.braincorp.com/

Position Summary:

As a member of the Software Engineering team, the Senior Data Engineer owns the definition, execution, and delivery of technical architecture for Brain Corporation's Product Analytics team. Your work will improve the quality, reliability, accuracy, and consistency of our data. You will help build project-specific data pipelines and validation tools. You will have a hands-on role with product specialists and be responsible for working with them to understand data requirements and then implement those requirements in software.

Duties and Responsibilities:
Fully own critical portions of Brain Corporation's product analytics data model.
Collaborate with stakeholders to understand needs, model tables using data warehouse best practices, and develop data pipelines to ensure the timely delivery of high-quality data.
Work with technical and product stakeholders to understand data-oriented project requirements.
Write code that is understandable, simple, and easy to maintain.
Design, implement and ensure the accuracy of validation and related services for data models.
Think and work agile, including automated testing, continuous integration and deployment.
Manage numerous requests concurrently and strategically, prioritizing when necessary.
What you need:
Bachelor's in Computer Science or other related field.
5-8+ years software development experience.
Passionate about data quality and delivering effective data to impact the business.
Experience with sourcing and modeling data from application REST-like APIs.
MPP/Cloud data warehouse solutions (Snowflake, etc).
Proficiency in SQL, experience writing ETLs.
Proficiency in JavaScript/Node.js, Python, or willingness to translate experience in equivalent language.
Things that make a difference:
Master's in Computer Science or other related field.
Experience with Kafka, AMQP or other message bus.
OpenAPI/Swagger.
Express.js, NestJS.
SAML, OKTA.
Azure experience is a plus.
Being comfortable outside of your comfort zone - explore new tech, make your own tool, or find a new way to address an old problem.
Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Essential functions may require maintaining the physical condition necessary for sitting, walking or standing for periods of time; operating a computer and keyboard; talk and hear at normal room levels; using hands to finger, grasp, and feel; repetitive motion; close visual acuity to prepare and analyze data and figures; transcribing; viewing a computer terminal; extensive reading; lift, push, carry, or pull up to 10 pounds.

Work Environment:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. The noise level in the work environment is usually quiet to moderate. Employee is exposed to the typical office environment with computers, printers and telephones.",3.5,"Brain Corp
3.5","San Diego, CA",2009,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,132,244,188.0,"Brain Corp
", CA,1,0
